host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
843991,Alex,2011,7/20,943407,Centrum-Oost,Amsterdam,North Holland,1017 TW,Netherlands,52.36132979,4.893870573,Bed & Breakfast,Private room,2,,1,,Real Bed,150,1,0,1,within a few hours,1,0,,,,,,,
843991,Alex,2011,7/20,176476,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.35990353,4.894145038,Bed & Breakfast,Private room,2,1,1,1,Real Bed,130,1,0,1,within a few hours,1,0,,,,,,,
845387,Audrey,2011,7/20,465614,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.3806331,4.891514943,Bed & Breakfast,Private room,2,1,1,1,Real Bed,55,1,15,2,within a day,0.84,112,86,8,8,9,9,10,9
845387,Audrey,2011,7/20,569557,Centrum-West,Amsterdam,North Holland,1013 EZ,Netherlands,52.3793075,4.892116832,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,15,2,within a day,0.84,27,81,8,7,9,9,10,8
852299,Nick,2011,7/22,4314207,Noord-Oost,Amsterdam,North Holland,1025 CW,Netherlands,52.40009968,4.93599226,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,1,within a few hours,1,3,100,10,8,10,10,7,9
856522,Daan,2011,7/23,178915,Oud-Oost,Amsterdam,North Holland,1092,Netherlands,52.35712963,4.919407149,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,6,N/A,N/A,2,100,10,10,10,10,10,10
856540,Pierre,2011,7/23,179528,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34037458,4.892717977,Apartment,Entire home/apt,4,1,2,4,Real Bed,245,4,0,7,within a few hours,1,24,88,9,9,10,10,9,9
860335,Alvaro,2011,7/24,3745174,Oud-Oost,Amsterdam,North Holland,1091TT,Netherlands,52.35036993,4.912314041,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,2,0,3,within a day,0.86,3,100,9,10,10,9,9,10
860750,Mieke,2011,7/24,463636,Westerpark,Amsterdam,Noord-Holland,1051 VN,Netherlands,52.38325314,4.870917764,Apartment,Entire home/apt,4,1,1,2,Real Bed,59,2,25,2,within an hour,1,112,94,9,9,10,10,9,9
863929,Eveline,2011,7/25,3677036,Bos en Lommer,Amsterdam,North Holland,1056 PV,Netherlands,52.37525519,4.847912923,Apartment,Entire home/apt,2,1,1,1,Real Bed,94,2,30,3,within a few hours,1,3,100,10,10,10,10,9,9
864375,Johan,2011,7/25,180421,De Pijp - Rivierenbuurt,Amsterdam,NH,1074,Netherlands,52.34826369,4.906387949,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,3,N/A,N/A,9,94,9,10,10,10,9,9
864444,Talitha,2011,7/25,180424,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37229018,4.878082588,House,Entire home/apt,6,1,4,4,Real Bed,225,2,40,2,within a few hours,0.93,67,92,9,9,10,9,10,9
864883,Freyke,2011,7/25,1416213,Slotervaart,Amsterdam,North Holland,1058 EP,Netherlands,52.36256029,4.84355872,Apartment,Entire home/apt,5,1,3,1,Real Bed,130,1,0,3,within a day,0.6,5,90,9,9,10,9,8,9
867565,Hanneke,2011,7/25,2168141,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.34966166,4.894959182,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,1,20,3,within an hour,1,5,100,10,10,10,10,9,9
870437,Mauro,2011,7/26,3266343,Centrum-West,Amsterdam,North Holland,1012 VC,Netherlands,52.37786127,4.891725053,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,within a few hours,1,55,86,9,9,10,9,9,9
871427,Am,2011,7/26,181822,De Baarsjes - Oud-West,Amsterdam,North Holland,1052 LL,Netherlands,52.36941045,4.871144597,Apartment,Entire home/apt,2,1,1,1,Real Bed,97,1,0,2,within an hour,1,47,96,10,10,10,10,9,9
874863,Samie,2011,7/26,182488,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37236054,4.854900227,Bed & Breakfast,Private room,2,1,1,1,Real Bed,60,2,50,4,within an hour,1,70,87,9,9,9,9,8,8
880087,Henk,2011,7/27,1577920,Centrum-West,Amsterdam,North Holland,1016 AG,Netherlands,52.36998144,4.887026709,Apartment,Private room,2,1,1,2,Real Bed,119,1,0,3,within an hour,0.96,31,94,10,10,10,10,10,9
883996,Vera,2011,7/28,184282,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36321324,4.889051424,Apartment,Entire home/apt,4,1,2,4,Real Bed,195,1,0,3,within a few hours,1,51,95,10,10,10,10,10,9
887792,Sandra,2011,7/29,5557460,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,,Netherlands,52.37412914,4.856599419,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,95,1,0,2,within a day,1,1,100,10,8,10,10,10,10
888292,Cynthia En Jaap,2011,7/29,218994,Zuid,Amsterdam,North Holland,1077,Netherlands,52.34919949,4.879008828,Apartment,Entire home/apt,6,1,4,5,Real Bed,195,6,0,3,within a few hours,0.93,86,97,10,10,10,10,10,10
892550,Asaf,2011,7/30,2973181,Centrum-Oost,Amsterdam,North Holland,1018 WW,Netherlands,52.366659,4.922435294,Apartment,Entire home/apt,3,1,2,2,Real Bed,129,1,0,4,within an hour,1,2,100,9,10,10,10,9,9
895838,Carry,2011,7/31,1316763,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36534285,4.89139571,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,3,within a few hours,0.92,2,90,8,8,9,10,10,8
897828,Eline,2011,7/31,1573953,Centrum-Oost,Amsterdam,North Holland,1017 WB,Netherlands,52.36225242,4.89785644,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1,0,2,within a day,0.64,28,98,10,10,9,10,10,9
898904,Sietske,2011,7/31,633585,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35073895,4.892641871,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,2,within an hour,1,19,96,9,9,10,10,10,9
907405,Yahav,2011,8/2,188347,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36445108,4.851644748,Apartment,Private room,2,1,1,1,Real Bed,40,1,20,1,within a few hours,1,181,92,9,10,10,10,9,9
909523,Mike,2011,8/2,741560,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.3506463,4.896975177,Apartment,Entire home/apt,6,1,2,6,Real Bed,190,5,40,1,within an hour,1,155,93,9,9,9,10,9,9
913437,Yael,2011,8/3,490321,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37146511,4.897738648,Apartment,Entire home/apt,5,1.5,2,4,Real Bed,425,4,100,3,within a day,0.73,12,100,10,10,10,10,10,9
915591,Marijn,2011,8/3,189754,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37433432,4.89246876,Bed & Breakfast,Entire home/apt,4,1,1,4,Real Bed,140,2,25,3,within a few hours,1,25,93,9,10,10,10,10,9
920732,Cornelia,2011,8/4,190585,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38487212,4.872481358,Apartment,Entire home/apt,3,,1,2,Real Bed,90,2,35,1,within a few hours,1,40,98,10,10,10,10,9,9
922621,Marijn,2011,8/4,3725272,Centrum-Oost,Amsterdam,North Holland,1018 PE,Netherlands,52.37116599,4.929817934,Apartment,Entire home/apt,4,1,2,2,Real Bed,135,4,25,4,N/A,N/A,3,87,10,9,10,10,9,9
922787,Nanna,2011,8/4,190943,Zuid,Amsterdam,North Holland,1059,Netherlands,52.35221381,4.846612398,Apartment,Entire home/apt,3,1,2,2,Real Bed,100,1,0,5,within a day,0.5,6,80,8,7,8,9,8,8
923690,Marjolein,2011,8/4,191045,Watergraafsmeer,Amsterdam,North Holland,1097,Netherlands,52.35265319,4.925999064,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,95,2,40,3,within a day,0.71,19,94,10,9,10,10,10,9
925309,Jasper,2011,8/5,532069,Centrum-Oost,Amsterdam,North Holland,1073,Netherlands,52.359263,4.892643521,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,150,4,25,2,within a few hours,1,137,93,10,10,10,10,10,9
926109,Alice Jane,2011,8/5,191490,Zuid,Amsterdam,North Holland,1075,Netherlands,52.35213541,4.860422934,Apartment,Private room,2,1.5,1,1,Real Bed,65,1,0,4,within an hour,1,26,99,10,10,10,10,10,10
932290,Peter,2011,8/6,1149096,Centrum-West,Amsterdam,North Holland,1015 GH,Netherlands,52.38174869,4.885475688,Boat,Entire home/apt,4,1,2,3,Real Bed,139,2,10,3,within a few hours,0.72,55,92,9,9,10,10,10,9
935723,Hans & Floor,2011,8/7,446735,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36066422,4.856536736,Apartment,Entire home/apt,4,2,2,4,Real Bed,85,2,20,1,within a day,0.98,218,95,9,9,10,10,9,10
935723,Hans & Floor,2011,8/7,237733,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.35898833,4.858323124,Apartment,Entire home/apt,4,1.5,1,4,Real Bed,75,2,20,1,within a day,0.98,252,94,9,9,10,10,9,9
935723,Hans & Floor,2011,8/7,193081,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36043077,4.856598352,Apartment,Entire home/apt,2,0.5,1,2,Real Bed,65,2,0,1,within a day,0.98,268,95,10,10,10,10,9,9
935723,Hans & Floor,2011,8/7,1026847,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.35937898,4.858049768,Apartment,Entire home/apt,2,1,1,2,Real Bed,69,2,30,1,within a day,0.98,157,93,10,9,9,10,9,9
935742,Johan,2011,8/7,193038,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36087118,4.89559065,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,1,0,2,within a few hours,1,219,99,10,10,10,10,10,10
938222,Sanja,2011,8/8,3823031,Westerpark,Amsterdam,North Holland,1013 RJ,Netherlands,52.39124484,4.880995275,Apartment,Entire home/apt,4,1,2,3,Real Bed,120,4,20,2,within a few hours,1,16,89,9,9,9,10,9,9
938222,Sanja,2011,8/8,4700943,Westerpark,Amsterdam,Noord-Holland,1013 RJ,Netherlands,52.38994791,4.881015764,Apartment,Entire home/apt,4,1,2,3,Real Bed,100,3,20,2,within a few hours,1,3,80,9,8,8,7,7,7
939224,Hotske,2011,8/8,516975,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1071,Netherlands,52.35285618,4.886792186,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,20,1,within a few hours,1,18,91,9,9,10,10,10,9
940879,Michael,2011,8/8,5777681,Westerpark,Amsterdam,NH,1051 VL,Netherlands,52.38535947,4.87198126,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,within an hour,1,0,,,,,,,
942301,Thomas,2011,8/8,1805233,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 HN,Netherlands,52.34969066,4.90546578,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,150,1,0,2,within a few hours,1,2,100,10,10,10,10,8,8
945998,Siebrand,2011,8/9,1812633,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38346283,4.871547236,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,0,2,within a day,0.8,15,95,9,9,10,10,9,9
948918,Han,2011,8/9,200118,Geuzenveld - Slotermeer,Amsterdam,North Holland,1064,Netherlands,52.37521856,4.818478358,Apartment,Private room,2,,1,1,Real Bed,59,1,11,2,within a few hours,1,48,93,9,10,9,10,9,9
949874,Maarten,2011,8/10,1004908,De Baarsjes - Oud-West,Amsterdam,North Holland,1016,Netherlands,52.36592067,4.877457961,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,1,0,2,within an hour,1,105,96,10,9,10,10,10,9
957213,Carolien,2011,8/11,5326609,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1057 et,Netherlands,52.37000585,4.856187598,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,2,45,3,within a few hours,1,2,100,10,10,10,10,9,10
965667,Sharon,2011,8/13,2500547,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 ZG,Netherlands,52.36560605,4.874666237,House,Entire home/apt,8,3,4,6,Real Bed,425,4,50,7,within an hour,1,0,,,,,,,
965667,Sharon,2011,8/13,731834,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 CB,Netherlands,52.36434354,4.878605878,Apartment,Entire home/apt,6,2,2,3,Real Bed,240,4,40,3,within an hour,1,89,97,10,9,10,10,10,9
965667,Sharon,2011,8/13,789743,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 CB,Netherlands,52.36414438,4.876743498,Apartment,Entire home/apt,6,2,2,3,Real Bed,230,4,40,3,within an hour,1,82,97,10,9,10,10,10,9
965667,Sharon,2011,8/13,814967,Centrum-West,Amsterdam,North Holland,1016 PM,Netherlands,52.37299949,4.880931231,Apartment,Entire home/apt,6,1,2,3,Real Bed,210,4,40,3,within an hour,1,58,91,9,9,9,10,10,9
965667,Sharon,2011,8/13,814939,Centrum-West,Amsterdam,North Holland,1016 PM,Netherlands,52.37227742,4.88277963,Apartment,Entire home/apt,6,2,2,4,Real Bed,200,4,40,3,within an hour,1,66,92,9,9,9,10,10,9
967796,Marie-Katrien,2011,8/14,198307,Centrum-West,Amsterdam,Jordaan,1013,Netherlands,52.38393031,4.892371258,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,12,N/A,N/A,35,99,10,10,10,10,10,10
970402,Dave,2011,8/14,1513251,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.36358574,4.905894624,Apartment,Entire home/apt,2,1,1,2,Real Bed,95,1,0,3,N/A,N/A,43,94,9,8,10,10,9,9
976652,Michel,2011,8/16,199844,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38351266,4.875730763,Apartment,Entire home/apt,4,1,1,2,Real Bed,99,2,39,4,within a day,0.91,23,94,10,10,10,10,9,8
976980,Brigitte,2011,8/16,3196077,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38602038,4.872524932,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,2,35,2,within an hour,1,6,100,10,10,10,10,9,9
989159,Jorinde,2011,8/18,3867915,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,52.35710434,4.907941287,Apartment,Entire home/apt,3,1,1,2,Real Bed,118,2,20,2,within a day,0.9,8,95,10,10,10,10,10,10
989592,Elvina,2011,8/18,202180,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.38092184,4.850373778,Apartment,Entire home/apt,4,1,2,2,Real Bed,120,1,15,2,within a few hours,0.82,39,94,9,9,10,10,8,9
995158,Vitty,2011,8/20,4681719,Centrum-West,Amsterdam,Noord-Holland,1012,Netherlands,52.37703635,4.900315756,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,199,2,69,2,within an hour,1,11,96,9,10,9,10,10,10
995697,Saskia,2011,8/20,1055764,Westerpark,Amsterdam,North Holland,1051,Netherlands,52.38282915,4.869850706,House,Entire home/apt,4,1,2,1,Real Bed,240,2,40,3,within an hour,0.9,7,96,10,10,10,10,9,8
999036,Eelco,2011,8/21,203658,Zuid,Amsterdam,North Holland,1077,Netherlands,52.34743916,4.86886066,Apartment,Entire home/apt,6,1.5,3,6,Real Bed,199,4,65,3,within an hour,1,13,95,10,10,10,10,10,9
999457,Uri,2011,8/21,203728,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.3694432,4.922637218,Apartment,Entire home/apt,4,1,1,2,Real Bed,98,2,28,2,within an hour,1,54,96,9,9,10,10,9,9
1000518,Charlotte,2011,8/21,1933393,Bos en Lommer,Amsterdam,North Holland,1056,Netherlands,52.37782216,4.85896174,Apartment,Private room,2,1,1,1,Real Bed,85,1,0,2,within a few hours,1,20,96,10,10,10,10,9,9
1003796,Alberto,2011,8/22,383495,Slotervaart,Amsterdam,North Holland,1057,Netherlands,52.36742836,4.848940893,Apartment,Private room,2,1,1,1,Real Bed,35,1,10,1,within an hour,0.67,7,97,9,10,10,10,10,10
1003796,Alberto,2011,8/22,204381,Slotervaart,Amsterdam,North Holland,1057,Netherlands,52.36815357,4.848142965,Apartment,Private room,2,,1,1,Real Bed,35,1,10,1,within an hour,0.67,17,94,9,10,10,10,9,9
1005087,Wytse,2011,8/22,418901,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.37937484,4.893615757,Apartment,Entire home/apt,8,1,3,6,Real Bed,299,5,35,2,within a few hours,1,11,98,9,10,10,10,10,9
1005087,Wytse,2011,8/22,245927,Centrum-West,Amsterdam,North Holland,1016 BB,Netherlands,52.36791223,4.888085819,Apartment,Entire home/apt,8,1.5,3,6,Real Bed,359,6,40,2,within a few hours,1,20,94,10,10,9,9,10,9
1005087,Wytse,2011,8/22,204648,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.36983781,4.886711294,Apartment,Entire home/apt,6,1,1,6,Real Bed,229,4,30,2,within a few hours,1,10,90,9,10,10,10,10,9
1005415,Diego,2011,8/22,396685,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 TN,Netherlands,52.3537102,4.889668265,Apartment,Entire home/apt,2,1,1,1,Real Bed,87,1,0,2,within an hour,1,7,97,9,10,9,10,10,9
1008875,Pieter,2011,8/23,3755696,Centrum-West,Amsterdam,North Holland,1015 JS,Netherlands,52.3798889,4.88200963,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,2,within a day,0.9,19,99,10,10,10,10,10,10
1014320,Dimi,2011,8/24,206279,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.36316188,4.906257937,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,within a day,1,13,97,9,9,10,10,10,9
1015444,Barbara,2011,8/24,2674172,Zuid,Amsterdam,North Holland,1058 TP,Netherlands,52.35202068,4.846733939,Apartment,Entire home/apt,3,1,2,2,Real Bed,75,2,10,3,within a day,0.7,5,100,10,10,10,10,10,10
1016298,Manon,2011,8/24,4555659,Bos en Lommer,Amsterdam,North Holland,1055 CG,Netherlands,52.37818873,4.850870898,Apartment,Entire home/apt,4,1,2,3,Real Bed,135,1,0,1,within a day,0.6,3,87,10,9,10,10,9,9
1022679,Lotje,2011,8/26,1189677,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 GM,Netherlands,52.34110677,4.903207624,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,4,N/A,N/A,2,99,10,10,10,10,10,10
1024817,Marianne,2011,8/26,5630366,Bos en Lommer,Amsterdam,Noord-Holland,1056 XE,Netherlands,52.37547512,4.861310036,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,3,within an hour,1,0,,,,,,,
1029506,Mercedes,2011,8/28,208976,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,52.35122676,4.917523058,Bed & Breakfast,Entire home/apt,4,1,3,4,Real Bed,135,4,25,5,within a few hours,0.92,42,89,8,9,10,10,9,9
1029506,Mercedes,2011,8/28,349208,Oud-Oost,Watergraafsmeer,North Holland,1091,Netherlands,52.3513519,4.917794286,Apartment,Private room,2,1,1,1,Real Bed,75,4,35,2,within a few hours,0.92,6,100,10,10,10,10,10,9
1030587,Anouk,2011,8/28,784543,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1079 VW,Netherlands,52.342688,4.906210479,Apartment,Entire home/apt,2,1,1,2,Real Bed,125,2,50,2,within a day,0.58,12,85,9,9,9,9,8,8
1033438,Ersoy,2011,8/29,209705,Oud-Oost,Amsterdam,North Holland,1073,Netherlands,52.35664876,4.90670994,Apartment,Entire home/apt,4,1,1,2,Real Bed,69,2,25,3,N/A,N/A,21,97,10,10,10,10,9,9
1090600,Flavio,2011,8/31,211408,Watergraafsmeer,Amsterdam,North Holland,1091,Netherlands,52.34960603,4.917382652,Bed & Breakfast,Private room,3,1,1,3,Real Bed,50,1,25,1,within a day,0.92,67,88,8,8,9,9,8,9
1091971,Marnix,2011,8/31,2849011,Westerpark,Amsterdam,North Holland,1051 GA,Netherlands,52.38252373,4.87508895,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,10,1,within an hour,0.96,80,90,10,9,9,9,9,9
1092788,Eve,2011,8/31,306316,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 XE,Netherlands,52.36732747,4.874717333,Apartment,Entire home/apt,4,1,1,1,Real Bed,75,2,15,1,within a day,0.67,14,89,9,7,9,9,10,9
1107389,Henry,2011,9/4,214531,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37068836,4.895157177,Bed & Breakfast,Private room,2,1,1,2,Real Bed,79,1,20,2,within a few hours,0.8,76,97,10,10,10,10,10,9
1107727,Sabine,2011,9/4,2073099,Zuid,Amsterdam,North Holland,,Netherlands,52.35492471,4.881770184,Apartment,Entire home/apt,8,2,4,8,Real Bed,295,8,30,5,within a few hours,1,2,100,10,10,10,10,10,10
1107727,Sabine,2011,9/4,214576,Zuid,Amsterdam,North Holland,1071 BE,Netherlands,52.35626199,4.884414898,Apartment,Private room,3,1,1,2,Real Bed,78,2,25,1,within a few hours,1,182,98,10,10,10,10,10,10
1109692,Eva,2011,9/4,667971,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 GR,Netherlands,52.35023679,4.897945107,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,1,within a day,0.67,5,95,10,10,10,10,10,10
1118440,Maarten,2011,9/6,3301229,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 JL,Netherlands,52.3698998,4.862008602,Apartment,Private room,2,1,1,1,Real Bed,59,1,0,2,within an hour,1,52,92,10,10,9,10,9,9
1118702,Caroline And Tom,2011,9/6,870225,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35260451,4.900828271,Apartment,Entire home/apt,4,1,2,2,Real Bed,180,1,0,1,within a day,0.89,25,93,9,9,10,10,10,9
1120868,Ally,2011,9/6,1986408,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35428164,4.900543774,Apartment,Entire home/apt,3,1,1,1,Real Bed,85,2,10,5,within an hour,1,3,100,10,10,9,10,9,8
1124563,Nicole,2011,9/7,217692,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,Netherlands,52.33761522,4.893596487,Apartment,Entire home/apt,3,1,1,1,Real Bed,99,1,30,6,within a few hours,0.67,2,100,10,10,10,10,10,9
1125467,Rudolf,2011,9/7,1605387,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 JK,Netherlands,52.36489073,4.94045698,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,25,5,within an hour,0.67,10,96,10,9,10,10,9,10
1135329,Amsterdam Boutique Apartments,2011,9/9,305200,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.36956941,4.888304336,Apartment,Entire home/apt,4,1,2,2,Real Bed,550,4,83,2,within an hour,1,0,,,,,,,
1135329,Amsterdam Boutique Apartments,2011,9/9,219276,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.36890525,4.889704569,Apartment,Entire home/apt,2,,1,1,Real Bed,327,2,83,2,within an hour,1,1,97,10,10,10,10,10,8
1135786,Hilde,2011,9/9,1159283,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.38463357,4.847570321,House,Entire home/apt,6,1.5,3,5,Real Bed,125,1,0,2,within an hour,1,20,91,9,8,10,10,9,9
1141485,Gisèle And Simon,2011,9/11,308028,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.35853174,4.897510929,Bed & Breakfast,Private room,2,,1,1,Real Bed,85,1,0,3,within an hour,1,5,88,9,9,10,9,10,9
1143187,Kim,2011,9/11,503383,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37505827,4.888799538,House,Entire home/apt,4,1,2,2,Real Bed,295,2,20,1,within a few hours,0.75,50,97,10,10,10,10,10,9
1150862,Julie,2011,9/13,2584870,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 TM,Netherlands,52.35387476,4.89825963,Apartment,Entire home/apt,2,1,1,1,Real Bed,98,1,0,2,within a few hours,1,0,,,,,,,
1150890,Martijn,2011,9/13,3021913,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 HX,Netherlands,52.35386701,4.906774793,Apartment,Entire home/apt,2,1,0,1,Real Bed,90,1,0,4,N/A,N/A,3,80,9,8,10,9,9,10
1151074,Klaas,2011,9/13,2205060,Oud-Oost,Amsterdam,North Holland,1093 GB,Netherlands,52.3618938,4.927795044,Apartment,Entire home/apt,2,1,1,1,Real Bed,78,1,0,2,within a few hours,1,2,96,10,10,10,10,9,9
1151745,Mario,2011,9/13,221943,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36563714,4.876398387,Boat,Entire home/apt,4,1,2,3,Real Bed,150,2,25,3,within an hour,1,104,93,10,9,10,10,10,9
1155595,Alex,2011,9/14,222516,De Baarsjes - Oud-West,Amsterdam,North Holland,1058,Netherlands,52.36109823,4.858935153,Apartment,Entire home/apt,4,1,2,3,Real Bed,125,2,15,2,within an hour,1,39,90,9,9,9,9,9,9
1155851,Tsarina,2011,9/14,364728,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.37101588,4.930616986,Apartment,Entire home/apt,4,1,2,4,Real Bed,110,2,45,2,within a few hours,1,30,96,10,10,10,10,9,9
1158389,Anke,2011,9/14,237017,De Baarsjes - Oud-West,Amsterdam,North Holland,1056 XD,Netherlands,52.37149336,4.862764029,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,4,N/A,N/A,12,98,10,10,10,10,10,9
1162814,Amit,2011,9/15,223669,Watergraafsmeer,Amsterdam,North Holland,1097,Netherlands,52.35347255,4.927832849,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,2,N/A,N/A,6,98,10,10,10,10,10,9
